143,2010,339.32,234.38,336.39,340.45,360.84,335.46,400.87,379.13,282,302.99,386.05,358.13
143,2011,58.22,58.999,75.332,78.278,81.73,92.074,101.4,97.355,66.114,61.383,67.15,67.967
143,2012,183.68,165.8,186.99,186.17,180.67,177.7,183.25,169.58,119.58,101.25,137.16,137.18
143,2013,20.71,17.742,19.331,19.306,19.367,22.686,22.333,20.333,15.512,15.08,13.883,14.717
145,2008,545,430,1542,3362,2260,3503,3092,2504,2386,-54,-45,1019
145,2009,979,1484,9578,3240,3175,4243,3144,4337,3815,327,2247,2179
145,2010,1057,2416,8087,3086,2404,3309,2305,2092,5043,1494,1483,2856
145,2011,282,-64,5,1386,2770,5119,6390,5697,4309,980,840,2833
145,2012,181,572,3808,4550,6334,11621,14675,12356,11085,10491,4051,4602
145,2013,1384,910,1694,1573,4880,14999,13374,9119,1384,1236,1095,1903
148,2008,-10,5,226,993,881,1257,1067,885,886,249,196,514
148,2009,259,620,3861,1377,1110,1343,1145,1514,1473,180,414,416
148,2010,2192,921,3145,1137,799,870,1490,705,1290,3725,491,596
148,2011,172,123,290,434,494,1580,2193,2015,1546,1007,243,-2
148,2012,1010,856,1109,1585,2008,2274,2501,2322,2052,1252,984,1692
148,2013,1146,532,698,901,1440,3795,3060,1998,729,602,-18,-25
149,2008,6298.3,5450,6784.1,6617.9,7112.3,6360.9,6728,6424.7,5089.3,5081.2,5087,4835.3
149,2009,13466,10537,14137,13299,11786,10873,13038,12246,9411.3,8486.4,9271.5,11657
149,2010,10836,7485.1,10743,10872,11524,10713,12802,12108,9005.6,9676,12329,11437
149,2011,6787.1,6877.8,8781.9,9125.2,9527.7,10734,11820,11349,7707.3,7155.7,7828,7923.2
149,2012,8935.6,8065.9,9096.5,9056.9,8789.4,8644.7,8914.9,8250,5817.3,4925.9,6672.5,6673.4
149,2013,4249.5,3640.7,3966.7,3961.6,3974,4655,4582.6,4172.3,3182.9,3094.3,2848.6,3019.9
150,2008,2368.1,2049.2,2550.8,2488.3,2674.2,2391.6,2529.7,2415.6,1913.5,1910.5,1912.7,1818
150,2009,5014.4,3923.9,5264.4,4952.3,4388.9,4048.9,4855.1,4560.1,3504.6,3160.2,3452.5,4340.9
150,2010,3128.1,2160.7,3101.1,3138.5,3326.5,3092.5,3695.5,3495.1,2599.6,2793.2,3558.9,3301.5
150,2011,2775.7,2812.7,3591.4,3731.8,3896.4,4389.6,4834.1,4641.3,3152,2926.4,3201.3,3240.3
150,2012,3884.8,3506.7,3954.8,3937.6,3821.3,3758.4,3875.8,3586.7,2529.1,2141.6,2900.9,2901.3
150,2013,1845,1580.7,1722.2,1720,1725.4,2021.1,1989.6,1811.5,1382,1343.5,1236.8,1311.2
152,2008,67804,88637,1.2039e+05,1.357e+05,1.2343e+05,1.1773e+05,1.1154e+05,98351,86380,74821,71702,41952
152,2009,80650,79207,1.2109e+05,1.3543e+05,1.1537e+05,99198,94217,94260,89067,74079,70832,65753
152,2010,57818,56760,1.0972e+05,1.1092e+05,1.184e+05,1.1537e+05,1.1518e+05,1.0574e+05,1.0251e+05,91972,77124,67652
152,2011,63252,73481,1.2285e+05,1.3145e+05,1.2022e+05,1.2044e+05,1.1911e+05,1.0335e+05,90082,74261,56842,47980
152,2012,77072,90680,1.173e+05,1.4648e+05,1.2574e+05,1.225e+05,1.0054e+05,92398,96345,68378,67779,44006
152,2013,63055,76730,1.201e+05,1.2836e+05,1.2167e+05,1.1675e+05,1.0271e+05,91927,87949,94607,61372,59273
153,2008,3.2944e+05,2.4609e+05,2.9866e+05,2.793e+05,3.3179e+05,3.4748e+05,3.8937e+05,3.9949e+05,3.2248e+05,3.3373e+05,2.6612e+05,3.5376e+05
153,2009,3.5087e+05,2.611e+05,2.7019e+05,2.595e+05,2.5527e+05,2.9992e+05,3.7024e+05,3.6765e+05,2.7449e+05,2.8381e+05,3.0869e+05,4.0213e+05
153,2010,3.998e+05,2.7833e+05,2.6787e+05,2.6455e+05,2.667e+05,2.7159e+05,3.6688e+05,3.6535e+05,2.1578e+05,2.2565e+05,3.6811e+05,3.8097e+05
153,2011,4.4369e+05,4.2375e+05,4.5196e+05,4.1416e+05,5.1963e+05,6.3294e+05,7.0677e+05,7.0546e+05,4.4084e+05,4.4546e+05,5.0774e+05,5.6203e+05
153,2012,3.8712e+05,2.9406e+05,2.7371e+05,2.7556e+05,2.7556e+05,3.2331e+05,3.9682e+05,3.5945e+05,2.1345e+05,2.2002e+05,2.8726e+05,3.5204e+05
153,2013,3.4834e+05,2.5821e+05,2.5747e+05,2.3455e+05,2.5604e+05,3.4358e+05,3.6065e+05,3.3658e+05,2.5263e+05,2.0156e+05,2.3081e+05,2.5183e+05
154,2008,44441,62567,1.6908e+05,2.3936e+05,1.8257e+05,2.1044e+05,1.8162e+05,1.8073e+05,1.5989e+05,93373,96898,88730
154,2009,1.2973e+05,1.3519e+05,1.8917e+05,2.7915e+05,2.298e+05,2.0652e+05,2.1153e+05,2.2852e+05,1.6327e+05,2.1487e+05,2.2006e+05,1.989e+05
154,2010,1.7424e+05,1.212e+05,2.1233e+05,2.1322e+05,1.973e+05,2.5265e+05,2.1329e+05,1.8941e+05,1.6514e+05,86466,1.3782e+05,1.3402e+05
154,2011,1.3251e+05,1.5838e+05,2.2784e+05,2.031e+05,2.2299e+05,2.2119e+05,2.3436e+05,1.9129e+05,1.5528e+05,93309,1.3505e+05,1.4282e+05
154,2012,1.5282e+05,1.6454e+05,1.9139e+05,3.0505e+05,2.2698e+05,2.7332e+05,2.4497e+05,2.2485e+05,1.8072e+05,99370,1.7275e+05,1.3739e+05
154,2013,1.3136e+05,1.4814e+05,2.9922e+05,3.2727e+05,2.9661e+05,2.7177e+05,2.4184e+05,2.3207e+05,1.7854e+05,2.0228e+05,1.3875e+05,1.5678e+05
159,2008,301.24,280.42,354.45,418.33,495.52,623.23,564.49,460.13,339.58,277.41,275.83,334.37
159,2009,351.93,286.1,331.67,445.58,503.84,543.24,480.67,388.16,294.97,277.57,278,354.28
159,2010,282.61,226.67,261.15,271.01,390.81,536.5,471.8,377.74,312.49,232.76,273.01,318.46
159,2011,369.06,431.19,507.25,532.07,572.93,626.26,671.62,549.42,398.6,310.95,326.57,358.1
159,2012,234.64,215.28,291.28,376.43,373.82,402.51,396.42,302.5,202.78,159.37,219.94,247.04
159,2013,300.71,238.57,268.45,384.83,442.61,463.61,424.54,326.18,223.88,227.71,233.71,237.19
161,2008,457.34,358.48,420.77,792.27,942.62,799.85,971.75,997.2,499.27,320.21,229.74,249.51
161,2009,309.82,410.13,647.78,767.84,1049.7,949.95,1047.3,854.65,636.97,505.78,352.91,370.19
161,2010,399.59,434.7,609.61,771.44,1178.4,1325.9,1247.8,1053.1,790.79,591.16,619.29,976.17
161,2011,779.47,568.73,928.36,1096.3,1217.8,1184.6,1189.3,962.76,772.59,543.52,473.56,424.02
161,2012,386.49,320.84,432.24,666.61,1003.1,881.98,948.79,860.2,704.84,546.63,439.92,568.37
161,2013,533.9,473.68,562.89,709.62,852.71,900.41,1005.8,827.45,556.66,444.77,326.44,291.69
162,2008,244.81,191.9,225.24,424.1,504.59,428.16,520.18,533.81,267.26,171.41,122.98,133.57
162,2009,142.66,188.85,298.27,353.56,483.32,437.41,482.25,393.53,293.3,232.89,162.5,170.46
